weekend_of,sampled_at,theatre_name,tz,show_date,day_of_week,showtime,showtime_id,auditorium_type,adult_price,child_price,senior_price,convenience_fee,all_prices,raw_bytes
2026-09-18,2026-09-19T14:36:41Z,AMC Royale 6,ET,2026-09-18,Friday,8:30pm,147030756,Thrills & Chills,16.49,13.49,14.99,2.69,"{""Adult"":16.49,""Child"":13.49,""Senior"":14.99}",9252
2026-09-18,2026-09-19T14:36:42Z,AMC Veterans 24,ET,2026-09-18,Friday,9:20pm,146507088,Laser at AMC,16.11,12.89,14.5,2.69,"{""Adult"":16.11,""Child"":12.89,""Senior"":14.5}",9351
2026-09-18,2026-09-19T14:36:43Z,AMC Veterans 24,ET,2026-09-18,Friday,7:50pm,146507023,SCREENX at AMC,23.1,19.88,21.49,2.99,"{""Adult"":23.1,""Child"":19.88,""Senior"":21.49}",9405
2026-09-18,2026-09-19T14:36:44Z,AMC Veterans 24,ET,2026-09-18,Friday,8:20pm,146507148,IMAX with Laser at AMC,23.1,19.88,21.49,2.99,"{""Adult"":23.1,""Child"":19.88,""Senior"":21.49}",9404
2026-09-18,2026-09-19T14:36:44Z,AMC Veterans 24,ET,2026-09-18,Friday,10:00pm,146507188,Dolby Cinema at AMC,23.1,19.88,21.49,2.99,"{""Adult"":23.1,""Child"":19.88,""Senior"":21.49}",9355
2026-09-18,2026-09-19T14:36:45Z,AMC Veterans 24,ET,2026-09-19,Saturday,10:55am,146507226,Open Caption (On-screen Subtitles),12.89,10.31,11.6,2.69,"{""Adult"":12.89,""Child"":10.31,""Senior"":11.6}",10258
2026-09-18,2026-09-19T14:36:46Z,AMC Veterans 24,ET,2026-09-19,Saturday,1:25pm,146507224,English Spoken with Spanish Subtitles,12.89,10.31,11.6,2.69,"{""Adult"":12.89,""Child"":10.31,""Senior"":11.6}",10218
2026-09-18,2026-09-19T14:36:47Z,AMC Jersey Gardens 20,ET,2026-09-18,Friday,8:15pm,146445249,Dolby Cinema at AMC,23.98,20.78,22.38,2.99,"{""Adult"":23.98,""Child"":20.78,""Senior"":22.38}",9373
2026-09-18,2026-09-19T14:36:48Z,AMC Jersey Gardens 20,ET,2026-09-18,Friday,10:00pm,146445251,IMAX with Laser at AMC,23.98,20.78,22.38,2.99,"{""Adult"":23.98,""Child"":20.78,""Senior"":22.38}",9407
2026-09-18,2026-09-19T14:36:49Z,AMC Jersey Gardens 20,ET,2026-09-18,Friday,10:30pm,146445168,Laser at AMC,17.05,13.85,15.45,2.69,"{""Adult"":17.05,""Child"":13.85,""Senior"":15.45}",9286
2026-09-18,2026-09-19T14:36:51Z,AMC Jersey Gardens 20,ET,2026-09-18,Friday,7:50pm,147103368,Spanish Language Dubbed with No Subtitles,17.05,13.85,15.45,2.69,"{""Adult"":17.05,""Child"":13.85,""Senior"":15.45}",9292
2026-09-18,2026-09-19T14:36:52Z,AMC Jersey Gardens 20,ET,2026-09-18,Friday,9:30pm,146445328,English Spoken with Spanish Subtitles,17.05,13.85,15.45,2.69,"{""Adult"":17.05,""Child"":13.85,""Senior"":15.45}",9274
2026-09-18,2026-09-19T14:36:52Z,AMC Jersey Gardens 20,ET,2026-09-19,Saturday,2:00pm,146445175,Open Caption (On-screen Subtitles),13.64,11.08,12.36,2.69,"{""Adult"":13.64,""Child"":11.08,""Senior"":12.36}",9461
2026-09-18,2026-09-19T14:36:53Z,AMC Burlington Cinema 10,ET,2026-09-18,Friday,10:00pm,146573033,Laser at AMC,16.99,13.99,15.49,2.69,"{""Adult"":16.99,""Child"":13.99,""Senior"":15.49}",9367
2026-09-18,2026-09-19T14:36:54Z,AMC Colonial 18,ET,2026-09-18,Friday,7:45pm,147104081,Laser at AMC,20.13,16.95,18.54,2.69,"{""Adult"":20.13,""Child"":16.95,""Senior"":18.54}",9310
2026-09-18,2026-09-19T14:36:56Z,AMC Colonial 18,ET,2026-09-18,Friday,8:30pm,146527138,PRIME at AMC,26.49,23.31,24.9,2.99,"{""Adult"":26.49,""Child"":23.31,""Senior"":24.9}",9312
2026-09-18,2026-09-19T14:36:57Z,AMC Colonial 18,ET,2026-09-18,Friday,9:35pm,147104207,Spanish Language Dubbed with No Subtitles,20.13,16.95,18.54,2.69,"{""Adult"":20.13,""Child"":16.95,""Senior"":18.54}",9325
2026-09-18,2026-09-19T14:36:58Z,AMC Colonial 18,ET,2026-09-19,Saturday,2:15pm,147104064,English Spoken with Spanish Subtitles,16.1,13.56,14.83,2.69,"{""Adult"":16.1,""Child"":13.56,""Senior"":14.83}",10225
2026-09-18,2026-09-19T14:37:00Z,AMC Saratoga Springs 11,ET,2026-09-18,Friday,8:15pm,146521950,XL at AMC,23.49,20.49,21.99,2.99,"{""Adult"":23.49,""Child"":20.49,""Senior"":21.99}",9300
2026-09-18,2026-09-19T14:37:00Z,AMC Saratoga Springs 11,ET,2026-09-18,Friday,10:00pm,147024575,Thrills & Chills,16.49,13.49,14.99,2.69,"{""Adult"":16.49,""Child"":13.49,""Senior"":14.99}",9225
2026-09-18,2026-09-19T14:37:01Z,AMC West Shore 14,ET,2026-09-18,Friday,8:30pm,146592028,Thrills & Chills,15.04,11.81,13.43,2.69,"{""Adult"":15.04,""Child"":11.81,""Senior"":13.43}",9214
2026-09-18,2026-09-19T14:37:03Z,AMC West Shore 14,ET,2026-09-18,Friday,10:00pm,146592103,Dolby Cinema at AMC,22.03,18.8,20.41,2.99,"{""Adult"":22.03,""Child"":18.8,""Senior"":20.41}",9361
2026-09-18,2026-09-19T14:37:03Z,AMC West Shore 14,ET,2026-09-19,Saturday,1:00pm,147177053,Open Caption (On-screen Subtitles),12.03,9.45,10.74,2.69,"{""Adult"":12.03,""Child"":9.45,""Senior"":10.74}",10090
2026-09-18,2026-09-19T14:37:05Z,AMC Johnson City 14,ET,2026-09-18,Friday,9:00pm,146825314,Thrills & Chills,15.32,12.03,13.68,2.69,"{""Adult"":15.32,""Child"":12.03,""Senior"":13.68}",9325
2026-09-18,2026-09-19T14:37:06Z,AMC Johnson City 14,ET,2026-09-19,Saturday,4:00pm,146825316,Open Caption (On-screen Subtitles),15.32,12.03,13.68,2.69,"{""Adult"":15.32,""Child"":12.03,""Senior"":13.68}",9252
2026-09-18,2026-09-19T14:37:07Z,AMC Framingham 16,ET,2026-09-18,Friday,8:20pm,147115117,PRIME at AMC,21.99,18.99,20.49,2.99,"{""Adult"":21.99,""Child"":18.99,""Senior"":20.49}",9335
2026-09-18,2026-09-19T14:37:08Z,AMC Framingham 16,ET,2026-09-18,Friday,10:00pm,146588999,Laser at AMC,16.99,13.99,15.49,2.69,"{""Adult"":16.99,""Child"":13.99,""Senior"":15.49}",9327
2026-09-18,2026-09-19T14:37:09Z,AMC Framingham 16,ET,2026-09-19,Saturday,4:30pm,146588997,Open Caption (On-screen Subtitles),16.99,13.99,15.49,2.69,"{""Adult"":16.99,""Child"":13.99,""Senior"":15.49}",9280
2026-09-18,2026-09-19T14:37:10Z,AMC Columbia 14,ET,2026-09-18,Friday,8:00pm,146700995,Dolby Cinema at AMC,23.11,19.88,21.49,2.99,"{""Adult"":23.11,""Child"":19.88,""Senior"":21.49}",9413
2026-09-18,2026-09-19T14:37:11Z,AMC Columbia 14,ET,2026-09-18,Friday,9:00pm,146802194,Laser at AMC,16.12,12.89,14.51,2.69,"{""Adult"":16.12,""Child"":12.89,""Senior"":14.51}",9303
2026-09-18,2026-09-19T14:37:12Z,AMC Columbia 14,ET,2026-09-18,Friday,9:30pm,146700991,IMAX with Laser at AMC,23.11,19.88,21.49,2.99,"{""Adult"":23.11,""Child"":19.88,""Senior"":21.49}",9437
2026-09-18,2026-09-19T14:37:13Z,AMC Columbia 14,ET,2026-09-20,Sunday,3:30pm,146802184,Open Caption (On-screen Subtitles),12.89,10.31,11.6,2.69,"{""Adult"":12.89,""Child"":10.31,""Senior"":11.6}",10204
2026-09-18,2026-09-19T14:37:15Z,AMC Schererville 12,ET,2026-09-18,Friday,7:45pm,147101880,Laser at AMC,13.99,10.99,12.49,2.69,"{""Adult"":13.99,""Child"":10.99,""Senior"":12.49}",9253
2026-09-18,2026-09-19T14:37:16Z,AMC Schererville 12,ET,2026-09-18,Friday,8:30pm,146402075,XL at AMC,16.99,13.99,15.49,2.99,"{""Adult"":16.99,""Child"":13.99,""Senior"":15.49}",9242
2026-09-18,2026-09-19T14:37:17Z,AMC Georgetown 14,ET,2026-09-18,Friday,8:00pm,146600139,IMAX with Laser at AMC,28.08,24.9,26.49,2.99,"{""Adult"":28.08,""Child"":24.9,""Senior"":26.49}",9391
2026-09-18,2026-09-19T14:37:19Z,AMC Georgetown 14,ET,2026-09-18,Friday,8:45pm,146600196,PRIME at AMC,25.96,22.78,24.37,2.99,"{""Adult"":25.96,""Child"":22.78,""Senior"":24.37}",9333
2026-09-18,2026-09-19T14:37:20Z,AMC Georgetown 14,ET,2026-09-18,Friday,9:30pm,146600163,Dolby Cinema at AMC,28.08,24.9,26.49,2.99,"{""Adult"":28.08,""Child"":24.9,""Senior"":26.49}",9354
2026-09-18,2026-09-19T14:37:21Z,AMC Georgetown 14,ET,2026-09-19,Saturday,3:45pm,146600199,Open Caption (On-screen Subtitles),15.68,13.13,14.41,2.69,"{""Adult"":15.68,""Child"":13.13,""Senior"":14.41}",10277
2026-09-18,2026-09-19T14:37:21Z,AMC Georgetown 14,ET,2026-09-20,Sunday,10:00pm,146600124,Laser at AMC,19.6,16.42,18.01,2.69,"{""Adult"":19.6,""Child"":16.42,""Senior"":18.01}",8808
2026-09-18,2026-09-19T14:37:23Z,AMC Kalli 12,ET,2026-09-18,Friday,9:00pm,146505873,Thrills & Chills,14.97,11.76,13.36,2.69,"{""Adult"":14.97,""Child"":11.76,""Senior"":13.36}",9188
2026-09-18,2026-09-19T14:37:25Z,AMC Kalli 12,ET,2026-09-18,Friday,10:00pm,146505739,Dolby Cinema at AMC,21.39,18.18,19.78,2.99,"{""Adult"":21.39,""Child"":18.18,""Senior"":19.78}",9334
2026-09-18,2026-09-19T14:37:26Z,AMC Methuen 20,ET,2026-09-18,Friday,8:15pm,146569019,Laser at AMC,15.99,12.99,14.49,2.69,"{""Adult"":15.99,""Child"":12.99,""Senior"":14.49}",9318
2026-09-18,2026-09-19T14:37:27Z,AMC Methuen 20,ET,2026-09-18,Friday,9:00pm,146568961,Dolby Cinema at AMC,22.49,19.49,20.99,2.99,"{""Adult"":22.49,""Child"":19.49,""Senior"":20.99}",9345
2026-09-18,2026-09-19T14:37:28Z,AMC Methuen 20,ET,2026-09-18,Friday,10:00pm,146568925,IMAX with Laser at AMC,22.49,19.49,20.99,2.99,"{""Adult"":22.49,""Child"":19.49,""Senior"":20.99}",9402
2026-09-18,2026-09-19T14:37:30Z,AMC Methuen 20,ET,2026-09-18,Friday,10:40pm,147170654,Spanish Language Dubbed with No Subtitles,15.99,12.99,14.49,2.69,"{""Adult"":15.99,""Child"":12.99,""Senior"":14.49}",9356
2026-09-18,2026-09-19T14:37:31Z,AMC Methuen 20,ET,2026-09-19,Saturday,2:45pm,146568997,Open Caption (On-screen Subtitles),12.79,10.39,11.59,2.69,"{""Adult"":12.79,""Child"":10.39,""Senior"":11.59}",9972
2026-09-18,2026-09-19T14:37:32Z,AMC Columbus 10,ET,2026-09-18,Friday,8:35pm,147105824,Thrills & Chills,12.06,8.91,10.49,2.69,"{""Adult"":12.06,""Child"":8.91,""Senior"":10.49}",9276
2026-09-18,2026-09-19T14:37:33Z,AMC Schererville 16,ET,2026-09-18,Friday,8:00pm,146402097,IMAX at AMC,19.49,16.49,17.99,2.99,"{""Adult"":19.49,""Child"":16.49,""Senior"":17.99}",9248
2026-09-18,2026-09-19T14:37:34Z,AMC Schererville 16,ET,2026-09-18,Friday,8:30pm,147102810,Laser at AMC,13.99,10.99,12.49,2.69,"{""Adult"":13.99,""Child"":10.99,""Senior"":12.49}",9237
2026-09-18,2026-09-19T14:37:36Z,AMC Schererville 16,ET,2026-09-18,Friday,9:30pm,146402170,XL at AMC,15.99,12.99,14.49,2.99,"{""Adult"":15.99,""Child"":12.99,""Senior"":14.49}",9242
2026-09-18,2026-09-19T14:37:38Z,AMC Schererville 16,ET,2026-09-19,Saturday,6:00pm,147102821,Open Caption (On-screen Subtitles),13.99,10.99,12.49,2.69,"{""Adult"":13.99,""Child"":10.99,""Senior"":12.49}",9220
2026-09-18,2026-09-19T14:37:39Z,AMC Hoffman Center 22,ET,2026-09-18,Friday,8:15pm,147120641,XL at AMC,18.99,15.99,17.49,2.99,"{""Adult"":18.99,""Child"":15.99,""Senior"":17.49}",9272
2026-09-18,2026-09-19T14:37:40Z,AMC Hoffman Center 22,ET,2026-09-18,Friday,9:00pm,146442715,Dolby Cinema at AMC,23.99,20.99,22.49,2.99,"{""Adult"":23.99,""Child"":20.99,""Senior"":22.49}",9375
2026-09-18,2026-09-19T14:37:45Z,AMC Hoffman Center 22,ET,2026-09-18,Friday,10:00pm,146442699,IMAX with Laser at AMC,23.49,20.49,21.99,2.99,"{""Adult"":23.49,""Child"":20.49,""Senior"":21.99}",9378
2026-09-18,2026-09-19T14:37:45Z,AMC Hoffman Center 22,ET,2026-09-18,Friday,7:45pm,146595781,Open Caption (On-screen Subtitles),16.99,13.99,15.49,2.69,"{""Adult"":16.99,""Child"":13.99,""Senior"":15.49}",9280
2026-09-18,2026-09-19T14:37:45Z,AMC Hoffman Center 22,ET,2026-09-19,Saturday,6:15pm,146595771,Laser at AMC,16.99,13.99,15.49,2.69,"{""Adult"":16.99,""Child"":13.99,""Senior"":15.49}",8827
2026-09-18,2026-09-19T14:37:48Z,AMC Hoffman Center 22,ET,2026-09-19,Saturday,6:15pm,147120804,English Spoken with Spanish Subtitles,16.99,13.99,15.49,2.69,"{""Adult"":16.99,""Child"":13.99,""Senior"":15.49}",9280
2026-09-18,2026-09-19T14:37:49Z,AMC Lake Square 12,ET,2026-09-18,Friday,8:30pm,147164695,Laser at AMC,12.29,9.08,10.69,2.69,"{""Adult"":12.29,""Child"":9.08,""Senior"":10.69}",9326
2026-09-18,2026-09-19T14:37:50Z,AMC Carolina Pavilion 22,ET,2026-09-18,Friday,8:30pm,147070583,Thrills & Chills,16.23,12.98,14.6,2.69,"{""Adult"":16.23,""Child"":12.98,""Senior"":14.6}",9269
2026-09-18,2026-09-19T14:37:50Z,AMC Carolina Pavilion 22,ET,2026-09-19,Saturday,1:30pm,147087724,English Spoken with Spanish Subtitles,12.98,10.38,11.68,2.69,"{""Adult"":12.98,""Child"":10.38,""Senior"":11.68}",9925
2026-09-18,2026-09-19T14:37:51Z,AMC Columbus Park 15,ET,2026-09-18,Friday,5:30pm,146601282,Open Caption (On-screen Subtitles),15.25,11.98,13.61,2.69,"{""Adult"":15.25,""Child"":11.98,""Senior"":13.61}",9139
2026-09-18,2026-09-19T14:37:52Z,AMC Columbus Park 15,ET,2026-09-18,Friday,9:00pm,146601204,XL at AMC,18.52,15.25,16.88,2.99,"{""Adult"":18.52,""Child"":15.25,""Senior"":16.88}",9309
2026-09-18,2026-09-19T14:37:53Z,AMC Columbus Park 15,ET,2026-09-18,Friday,10:00pm,146601249,IMAX at AMC,21.79,18.52,20.15,2.99,"{""Adult"":21.79,""Child"":18.52,""Senior"":20.15}",9286
2026-09-18,2026-09-19T14:37:55Z,AMC Columbus Park 15,ET,2026-09-18,Friday,10:30pm,147051489,Thrills & Chills,15.25,11.98,13.61,2.69,"{""Adult"":15.25,""Child"":11.98,""Senior"":13.61}",9227
2026-09-18,2026-09-19T14:37:56Z,AMC Security Square 8,ET,2026-09-18,Friday,8:30pm,147112423,Laser at AMC,17.04,13.74,15.39,2.69,"{""Adult"":17.04,""Child"":13.74,""Senior"":15.39}",9350
2026-09-18,2026-09-19T14:37:57Z,AMC Security Square 8,ET,2026-09-20,Sunday,4:30pm,146460825,Open Caption (On-screen Subtitles),17.04,13.74,15.39,2.69,"{""Adult"":17.04,""Child"":13.74,""Senior"":15.39}",9344
2026-09-18,2026-09-19T14:37:58Z,AMC Shirlington 7,ET,2026-09-18,Friday,9:40pm,146586306,Laser at AMC,17.49,14.49,15.99,2.69,"{""Adult"":17.49,""Child"":14.49,""Senior"":15.99}",9336
2026-09-18,2026-09-19T14:37:59Z,AMC Shirlington 7,ET,2026-09-19,Saturday,2:40pm,146586337,Open Caption (On-screen Subtitles),13.99,11.59,12.79,2.69,"{""Adult"":13.99,""Child"":11.59,""Senior"":12.79}",10289
2026-09-18,2026-09-19T14:38:00Z,AMC Lakeshore 8,ET,2026-09-18,Friday,8:45pm,147108036,Laser at AMC,16.11,12.89,14.5,2.69,"{""Adult"":16.11,""Child"":12.89,""Senior"":14.5}",9365
2026-09-18,2026-09-19T14:38:01Z,AMC Concord Mills 24,ET,2026-09-18,Friday,8:15pm,146527579,Dolby Cinema at AMC,22.46,19.25,20.85,2.99,"{""Adult"":22.46,""Child"":19.25,""Senior"":20.85}",9387
2026-09-18,2026-09-19T14:38:01Z,AMC Concord Mills 24,ET,2026-09-18,Friday,5:45pm,146527528,Spanish Language Dubbed with No Subtitles,16.04,12.83,14.43,2.69,"{""Adult"":16.04,""Child"":12.83,""Senior"":14.43}",9315
2026-09-18,2026-09-19T14:38:03Z,AMC Concord Mills 24,ET,2026-09-18,Friday,9:00pm,146527499,SCREENX at AMC,21.92,18.71,20.32,2.99,"{""Adult"":21.92,""Child"":18.71,""Senior"":20.32}",9381
2026-09-18,2026-09-19T14:38:04Z,AMC Concord Mills 24,ET,2026-09-18,Friday,9:45pm,146527551,Laser at AMC,16.04,12.83,14.43,2.69,"{""Adult"":16.04,""Child"":12.83,""Senior"":14.43}",9356
2026-09-18,2026-09-19T14:38:05Z,AMC Concord Mills 24,ET,2026-09-18,Friday,10:15pm,146527478,IMAX with Laser at AMC,21.92,18.71,20.32,2.99,"{""Adult"":21.92,""Child"":18.71,""Senior"":20.32}",9337
2026-09-18,2026-09-19T14:38:07Z,AMC Concord Mills 24,ET,2026-09-19,Saturday,3:00pm,146527525,Open Caption (On-screen Subtitles),12.83,10.26,11.55,2.69,"{""Adult"":12.83,""Child"":10.26,""Senior"":11.55}",10283
2026-09-18,2026-09-19T14:38:08Z,AMC Courthouse Plaza 8,ET,2026-09-18,Friday,9:30pm,146454667,Laser at AMC,18.49,15.49,16.99,2.69,"{""Adult"":18.49,""Child"":15.49,""Senior"":16.99}",9380
2026-09-18,2026-09-19T14:38:08Z,AMC Courthouse Plaza 8,ET,2026-09-19,Saturday,2:00pm,146454673,Open Caption (On-screen Subtitles),14.79,12.39,13.59,2.69,"{""Adult"":14.79,""Child"":12.39,""Senior"":13.59}",9996
2026-09-18,2026-09-19T14:38:09Z,AMC SoNo8,ET,2026-09-18,Friday,8:30pm,147033066,Thrills & Chills,16.49,13.49,14.99,2.69,"{""Adult"":16.49,""Child"":13.49,""Senior"":14.99}",9268
2026-09-18,2026-09-19T14:38:10Z,AMC Tysons Corner 16,ET,2026-09-18,Friday,7:45pm,146552480,IMAX with Laser at AMC,26.99,23.99,25.49,2.99,"{""Adult"":26.99,""Child"":23.99,""Senior"":25.49}",9413
2026-09-18,2026-09-19T14:38:11Z,AMC Tysons Corner 16,ET,2026-09-18,Friday,8:25pm,146552714,Dolby Cinema at AMC,26.99,23.99,25.49,2.99,"{""Adult"":26.99,""Child"":23.99,""Senior"":25.49}",9383
2026-09-18,2026-09-19T14:38:12Z,AMC Tysons Corner 16,ET,2026-09-18,Friday,6:25pm,147181521,Open Caption (On-screen Subtitles),19.99,16.99,18.49,2.69,"{""Adult"":19.99,""Child"":16.99,""Senior"":18.49}",9336
2026-09-18,2026-09-19T14:38:12Z,AMC Tysons Corner 16,ET,2026-09-18,Friday,9:40pm,146552843,4DX at AMC,28.99,25.99,27.49,2.99,"{""Adult"":28.99,""Child"":25.99,""Senior"":27.49}",9319
2026-09-18,2026-09-19T14:38:14Z,AMC Tysons Corner 16,ET,2026-09-18,Friday,9:05pm,147181522,Laser at AMC,19.99,16.99,18.49,2.69,"{""Adult"":19.99,""Child"":16.99,""Senior"":18.49}",9359
2026-09-18,2026-09-19T14:38:15Z,AMC Landmark 8,ET,2026-09-18,Friday,7:30pm,146603194,Thrills & Chills,16.49,13.49,14.99,2.69,"{""Adult"":16.49,""Child"":13.49,""Senior"":14.99}",9275
2026-09-18,2026-09-19T14:38:16Z,AMC Newport On The Levee 20,ET,2026-09-18,Friday,8:30pm,146456455,Thrills & Chills,14.3,11.12,12.71,2.69,"{""Adult"":14.3,""Child"":11.12,""Senior"":12.71}",9297
2026-09-18,2026-09-19T14:38:16Z,AMC Newport On The Levee 20,ET,2026-09-18,Friday,9:15pm,146456582,IMAX at AMC,20.13,16.95,18.54,2.99,"{""Adult"":20.13,""Child"":16.95,""Senior"":18.54}",9290
2026-09-18,2026-09-19T14:38:17Z,AMC Newport On The Levee 20,ET,2026-09-18,Friday,10:15pm,146456579,Dolby Cinema at AMC,20.66,17.48,19.07,2.99,"{""Adult"":20.66,""Child"":17.48,""Senior"":19.07}",9382
2026-09-18,2026-09-19T14:38:18Z,AMC Newport On The Levee 20,ET,2026-09-19,Saturday,5:45pm,146456464,Open Caption (On-screen Subtitles),14.3,11.12,12.71,2.69,"{""Adult"":14.3,""Child"":11.12,""Senior"":12.71}",9249
2026-09-18,2026-09-19T14:38:19Z,AMC DINE-IN Berkshire 8,ET,2026-09-18,Friday,7:45pm,146564867,PRIME at AMC,22.49,19.49,20.99,2.99,"{""Adult"":22.49,""Child"":19.49,""Senior"":20.99}",9463
2026-09-18,2026-09-19T14:38:22Z,AMC DINE-IN Berkshire 8,ET,2026-09-18,Friday,9:30pm,147032699,Dine-In Delivery to Seat,17.49,14.49,15.99,2.69,"{""Adult"":17.49,""Child"":14.49,""Senior"":15.99}",9400
2026-09-18,2026-09-19T14:38:24Z,AMC South Bay Center 12,ET,2026-09-18,Friday,7:45pm,146580639,Dolby Cinema at AMC,23.49,20.49,21.99,2.99,"{""Adult"":23.49,""Child"":20.49,""Senior"":21.99}",9347
2026-09-18,2026-09-19T14:38:25Z,AMC South Bay Center 12,ET,2026-09-18,Friday,8:45pm,146580665,Laser at AMC,17.49,14.49,15.99,2.69,"{""Adult"":17.49,""Child"":14.49,""Senior"":15.99}",9361
2026-09-18,2026-09-19T14:38:26Z,AMC South Bay Center 12,ET,2026-09-18,Friday,9:45pm,146580607,IMAX at AMC,23.49,20.49,21.99,2.99,"{""Adult"":23.49,""Child"":20.49,""Senior"":21.99}",9358
2026-09-18,2026-09-19T14:38:27Z,AMC Worldgate 9,ET,2026-09-18,Friday,9:30pm,146587049,Thrills & Chills,16.99,13.99,15.49,2.69,"{""Adult"":16.99,""Child"":13.99,""Senior"":15.49}",9254
2026-09-18,2026-09-19T14:38:28Z,AMC Worldgate 9,ET,2026-09-20,Sunday,4:45pm,146587058,Open Caption (On-screen Subtitles),16.99,13.99,15.49,2.69,"{""Adult"":16.99,""Child"":13.99,""Senior"":15.49}",9237
2026-09-18,2026-09-19T14:38:29Z,AMC Loudoun Station 11,ET,2026-09-18,Friday,9:15pm,147181853,Thrills & Chills,13.49,10.49,11.99,2.69,"{""Adult"":13.49,""Child"":10.49,""Senior"":11.99}",9290
2026-09-18,2026-09-19T14:38:30Z,AMC Loudoun Station 11,ET,2026-09-20,Sunday,5:00pm,146435920,Open Caption (On-screen Subtitles),13.49,10.49,11.99,2.69,"{""Adult"":13.49,""Child"":10.49,""Senior"":11.99}",9253
2026-09-18,2026-09-19T14:38:31Z,AMC West Chester 18,ET,2026-09-18,Friday,7:40pm,146599437,IMAX at AMC,20.99,17.99,19.49,2.99,"{""Adult"":20.99,""Child"":17.99,""Senior"":19.49}",9243
2026-09-18,2026-09-19T14:38:32Z,AMC West Chester 18,ET,2026-09-18,Friday,9:20pm,146599450,Dolby Cinema at AMC,21.49,18.49,19.99,2.99,"{""Adult"":21.49,""Child"":18.49,""Senior"":19.99}",9318
2026-09-18,2026-09-19T14:38:33Z,AMC West Chester 18,ET,2026-09-18,Friday,9:50pm,146599378,Thrills & Chills,15.49,12.49,13.99,2.69,"{""Adult"":15.49,""Child"":12.49,""Senior"":13.99}",9281
2026-09-18,2026-09-19T14:38:34Z,AMC West Chester 18,ET,2026-09-20,Sunday,4:30pm,146599383,Open Caption (On-screen Subtitles),15.49,12.49,13.99,2.69,"{""Adult"":15.49,""Child"":12.49,""Senior"":13.99}",9217
2026-09-18,2026-09-19T14:38:35Z,AMC Southington 12,ET,2026-09-18,Friday,10:00pm,146447376,Thrills & Chills,12.49,9.49,10.99,2.69,"{""Adult"":12.49,""Child"":9.49,""Senior"":10.99}",9282
2026-09-18,2026-09-19T14:38:36Z,AMC Lynnhaven 18,ET,2026-09-18,Friday,5:45pm,146568201,Open Caption (On-screen Subtitles),13.74,10.44,12.09,2.69,"{""Adult"":13.74,""Child"":10.44,""Senior"":12.09}",9217
2026-09-18,2026-09-19T14:38:38Z,AMC Lynnhaven 18,ET,2026-09-18,Friday,9:10pm,147028110,IMAX with Laser at AMC,19.79,16.49,18.14,2.99,"{""Adult"":19.79,""Child"":16.49,""Senior"":18.14}",9377
2026-09-18,2026-09-19T14:38:39Z,AMC Lynnhaven 18,ET,2026-09-18,Friday,10:15pm,147028119,Dolby Cinema at AMC,20.34,17.04,18.69,2.99,"{""Adult"":20.34,""Child"":17.04,""Senior"":18.69}",9407
2026-09-18,2026-09-19T14:38:41Z,AMC Lynnhaven 18,ET,2026-09-18,Friday,8:30pm,146568202,XL at AMC,15.94,12.64,14.29,2.99,"{""Adult"":15.94,""Child"":12.64,""Senior"":14.29}",9321
2026-09-18,2026-09-19T14:38:43Z,AMC Lynnhaven 18,ET,2026-09-19,Saturday,8:30pm,146568269,Laser at AMC,13.74,10.44,12.09,2.69,"{""Adult"":13.74,""Child"":10.44,""Senior"":12.09}",9306
2026-09-18,2026-09-19T14:38:44Z,AMC Dublin Village 18,ET,2026-09-18,Friday,9:00pm,147083067,Thrills & Chills,13.99,10.99,12.49,2.69,"{""Adult"":13.99,""Child"":10.99,""Senior"":12.49}",9288
2026-09-18,2026-09-19T14:38:45Z,AMC DINE-IN Essex Green 9,ET,2026-09-18,Friday,9:20pm,147229355,Dine-In Delivery to Seat,18.12,14.92,16.52,2.69,"{""Adult"":18.12,""Child"":14.92,""Senior"":16.52}",9471
2026-09-18,2026-09-19T14:38:46Z,AMC Southpoint 17,ET,2026-09-18,Friday,8:00pm,146583022,IMAX with Laser at AMC,21.49,18.26,19.88,2.99,"{""Adult"":21.49,""Child"":18.26,""Senior"":19.88}",9328
2026-09-18,2026-09-19T14:38:47Z,AMC Southpoint 17,ET,2026-09-18,Friday,9:25pm,147220020,Thrills & Chills,16.11,12.89,14.5,2.69,"{""Adult"":16.11,""Child"":12.89,""Senior"":14.5}",9290
2026-09-18,2026-09-19T14:38:48Z,AMC Southpoint 17,ET,2026-09-18,Friday,9:40pm,146582881,Dolby Cinema at AMC,22.56,19.34,20.95,2.99,"{""Adult"":22.56,""Child"":19.34,""Senior"":20.95}",9356
2026-09-18,2026-09-19T14:38:49Z,AMC Southpoint 17,ET,2026-09-20,Sunday,10:50pm,147167029,Spanish Language Dubbed with No Subtitles,16.11,12.89,14.5,2.69,"{""Adult"":16.11,""Child"":12.89,""Senior"":14.5}",9308
2026-09-18,2026-09-19T14:38:50Z,AMC Madison Yards 8,ET,2026-09-18,Friday,9:05pm,147220334,Laser at AMC,21.77,18.5,20.14,2.69,"{""Adult"":21.77,""Child"":18.5,""Senior"":20.14}",9416
2026-09-18,2026-09-19T14:38:51Z,AMC Madison Yards 8,ET,2026-09-18,Friday,10:30pm,146615970,Dolby Cinema at AMC,28.3,25.04,26.67,2.99,"{""Adult"":28.3,""Child"":25.04,""Senior"":26.67}",9357
